"","gene","Neuron.Slc17a7.Calb2_Vgll3"
"166","ENSG00000069974",0.635725750395462
"167","ENSG00000151883",0.63518862062432
"168","ENSG00000212123",0.634742206164085
"169","ENSG00000048140",0.631900180365863
"170","ENSG00000103154",0.631604285917357
"171","ENSG00000119547",0.630488100366878
"172","ENSG00000147251",0.629884709089441
"173","ENSG00000122035",0.62970518502259
"174","ENSG00000033867",0.628345215250814
"175","ENSG00000104953",0.6279152886233
"176","ENSG00000140470",0.625840642855752
"177","ENSG00000187664",0.625582039985296
"178","ENSG00000090020",0.625144571317563
"179","ENSG00000112419",0.624528434788449
"180","ENSG00000151490",0.624304251529597
"181","ENSG00000154229",0.623520983540895
"182","ENSG00000073670",0.623195511705701
"183","ENSG00000198797",0.621782611903249
"184","ENSG00000172554",0.621338731174173
"185","ENSG00000114812",0.621191031559385
"186","ENSG00000165929",0.621183691246938
"187","ENSG00000119508",0.62033910711587
"188","ENSG00000144229",0.619578388651942
"189","ENSG00000167476",0.618931641829276
"190","ENSG00000125046",0.617343815229737
"191","ENSG00000170776",0.616871808643887
"192","ENSG00000019991",0.615663729267618
"193","ENSG00000165323",0.613731884770184
"194","ENSG00000133135",0.613388371950096
"195","ENSG00000168309",0.610510164834948
"196","ENSG00000146094",0.610341645548954
"197","ENSG00000150712",0.610176276553063
"198","ENSG00000180537",0.608273401983873
"199","ENSG00000104447",0.606506299306135
"200","ENSG00000144460",0.605996728127204
"201","ENSG00000182601",0.6046809405295
"202","ENSG00000115165",0.603785486872861
"203","ENSG00000149403",0.603320291253648
"204","ENSG00000162745",0.602419317384766
"205","ENSG00000168071",0.602096315577224
"206","ENSG00000178033",0.601638761345367
"207","ENSG00000204060",0.601171851040087
"208","ENSG00000119698",0.601117812265037
"209","ENSG00000152377",0.600018227545166
"210","ENSG00000132671",0.599926954070196
"211","ENSG00000102172",0.596746375224942
"212","ENSG00000139117",0.596515920204138
"213","ENSG00000152056",0.59624680701338
"214","ENSG00000105289",0.595784567540248
"215","ENSG00000173409",0.595028952940642
"216","ENSG00000160097",0.594941196050941
"217","ENSG00000160991",0.592555760589844
"218","ENSG00000141622",0.591739222686166
"219","ENSG00000167100",0.591575792096991
"220","ENSG00000004139",0.590341641302054
"221","ENSG00000185052",0.589567600463009
"222","ENSG00000006283",0.589493352508696
"223","ENSG00000178233",0.587095831582245
"224","ENSG00000151067",0.585759534488745
"225","ENSG00000079156",0.58565347421637
"226","ENSG00000075426",0.58512543812087
"227","ENSG00000164061",0.583651804608118
"228","ENSG00000089094",0.583268925295747
"229","ENSG00000026559",0.581822575843424
"230","ENSG00000090539",0.581450972051815
"231","ENSG00000006047",0.580011494994512
"232","ENSG00000182771",0.57938996717692
"233","ENSG00000143473",0.579331890054542
"234","ENSG00000124134",0.578607250526904
"235","ENSG00000149256",0.578459845161649
"236","ENSG00000114790",0.578023316879021
"237","ENSG00000120049",0.576109821266767
"238","ENSG00000176720",0.575577097654868
"239","ENSG00000113763",0.573807330047082
"240","ENSG00000161647",0.573131699750931
"241","ENSG00000151623",0.572843464890783
"242","ENSG00000099260",0.571626534518898
"243","ENSG00000175820",0.571034602288995
"244","ENSG00000100314",0.570008087008556
"245","ENSG00000167964",0.568656899978638
"246","ENSG00000080189",0.568495413104806
"247","ENSG00000213023",0.568171241124509
"248","ENSG00000112812",0.567543010029541
"249","ENSG00000171798",0.567437999348283
"250","ENSG00000181274",0.566167504185775
"251","ENSG00000135763",0.565496393046756
"252","ENSG00000170396",0.564300519717479
"253","ENSG00000197991",0.563495108693047
"254","ENSG00000118369",0.562835143392651
"255","ENSG00000058453",0.562700296718802
"256","ENSG00000183287",0.562533249438848
"257","ENSG00000157445",0.56127051852046
"258","ENSG00000011566",0.560934950437761
"259","ENSG00000103056",0.560831301798156
"260","ENSG00000144285",0.560347108883066
"261","ENSG00000084710",0.560282813084992
"262","ENSG00000149527",0.560130562461319
"263","ENSG00000140519",0.559749682225672
"264","ENSG00000162433",0.559109721343265
"265","ENSG00000114554",0.558030133457634
"266","ENSG00000171016",0.55796267144358
"267","ENSG00000142949",0.557811113974736
"268","ENSG00000164120",0.557310958780858
"269","ENSG00000113319",0.557173235590312
"270","ENSG00000138944",0.556672469146116
"271","ENSG00000184347",0.556053223279155
"272","ENSG00000172985",0.555654575073643
"273","ENSG00000065717",0.555280637003523
"274","ENSG00000164484",0.554795154850789
"275","ENSG00000164690",0.554699892322872
"276","ENSG00000117266",0.554386170751245
"277","ENSG00000159307",0.552236148567257
"278","ENSG00000172350",0.552199958149829
"279","ENSG00000139292",0.552091492311685
"280","ENSG00000108797",0.552080479947076
"281","ENSG00000198542",0.552047992675189
"282","ENSG00000152154",0.551346460836388
"283","ENSG00000177103",0.550392050342273
"284","ENSG00000267909",0.550203887624829
"285","ENSG00000107105",0.547079788764024
"286","ENSG00000171951",0.547031832157154
"287","ENSG00000128268",0.54697124557162
"288","ENSG00000115616",0.545970834319979
"289","ENSG00000215397",0.544468185376478
"290","ENSG00000157193",0.544013952827492
"291","ENSG00000186628",0.543547656047656
"292","ENSG00000173559",0.543231329457612
"293","ENSG00000116525",0.542810136277576
"294","ENSG00000198598",0.541801526991267
"295","ENSG00000198838",0.541685850522815
"296","ENSG00000136002",0.541562136795213
"297","ENSG00000188803",0.540300149084408
"298","ENSG00000122547",0.540280526887461
"299","ENSG00000105738",0.539279555955007
"300","ENSG00000160716",0.537553086255944
"301","ENSG00000174136",0.537468843676386
"302","ENSG00000135052",0.537253220197118
"303","ENSG00000080709",0.53717553528692
"304","ENSG00000104951",0.536763874123326
"305","ENSG00000163638",0.53651527422024
"306","ENSG00000110237",0.536103452281129
"307","ENSG00000196353",0.53530151233946
"308","ENSG00000131149",0.534503465137103
"309","ENSG00000141837",0.533523282024102
"310","ENSG00000111218",0.532989492136833
"311","ENSG00000144724",0.532574760312521
"312","ENSG00000127334",0.532550157866391
"313","ENSG00000102312",0.531705134636149
"314","ENSG00000136153",0.531266486695159
"315","ENSG00000145990",0.53112159079306
"316","ENSG00000155158",0.53106010856655
"317","ENSG00000181234",0.530985526168824
"318","ENSG00000165959",0.530800591095742
"319","ENSG00000132356",0.530360032807913
"320","ENSG00000166866",0.530328237174103
"321","ENSG00000149218",0.529348554588658
"322","ENSG00000122986",0.529142755858614
"323","ENSG00000157765",0.528676187580498
"324","ENSG00000133069",0.526568463008496
"325","ENSG00000147650",0.525403177221519
"326","ENSG00000164442",0.524951821947606
"327","ENSG00000197586",0.524537536806218
"328","ENSG00000143515",0.522896910616517
"329","ENSG00000133138",0.522627430372218
"330","ENSG00000197106",0.522530508519616
"331","ENSG00000093217",0.522525432715173
"332","ENSG00000135503",0.522197935260128
"333","ENSG00000092068",0.521792640655372
"334","ENSG00000128512",0.521356099480367
"335","ENSG00000163053",0.521244819312283
"336","ENSG00000183763",0.519997389369608
"337","ENSG00000185518",0.518372122550502
"338","ENSG00000070159",0.518048039300089
"339","ENSG00000005882",0.517857894190173
"340","ENSG00000143847",0.515319535426703
"341","ENSG00000140320",0.513597201146979
"342","ENSG00000152822",0.512477991196661
"343","ENSG00000071051",0.511642911022157
"344","ENSG00000160445",0.510869846211847
"345","ENSG00000185189",0.509605211771996
"346","ENSG00000006468",0.50899664837648
"347","ENSG00000133216",0.505611034484893
"348","ENSG00000163872",0.505592863059483
"349","ENSG00000184787",0.505485015297032
"350","ENSG00000082805",0.505239826565078
"351","ENSG00000160588",0.50519451289538
"352","ENSG00000176463",0.504544860737763
"353","ENSG00000107518",0.504249654135459
"354","ENSG00000144589",0.503487836786033
"355","ENSG00000204304",0.503477576729509
"356","ENSG00000173452",0.502210513214261
"357","ENSG00000162992",0.500692821142575
"358","ENSG00000157782",0.499074694424894
"359","ENSG00000187676",0.499040411320805
"360","ENSG00000034533",0.498304657047923
"361","ENSG00000184792",0.4982848058217
"362","ENSG00000116852",0.497547632629034
"363","ENSG00000141956",0.497469467667406
"364","ENSG00000185347",0.495085593700609
"365","ENSG00000138166",0.494768507977105
"366","ENSG00000106123",0.494334714395033
"367","ENSG00000072858",0.494206026485249
"368","ENSG00000111344",0.4935187991173
"369","ENSG00000136237",0.4921796012391
"370","ENSG00000154839",0.49194163906333
"371","ENSG00000261115",0.491914367136902
"372","ENSG00000156564",0.491815392362945
"373","ENSG00000059915",0.491621575200868
"374","ENSG00000008300",0.491365735090846
"375","ENSG00000124203",0.490536830364659
"376","ENSG00000137200",0.489255136277273
"377","ENSG00000196663",0.488369769009263
"378","ENSG00000115884",0.487919278282947
"379","ENSG00000143322",0.48763637404127
"380","ENSG00000104140",0.487578823989576
"381","ENSG00000141577",0.486390132472353
"382","ENSG00000175471",0.48525640418941
"383","ENSG00000145087",0.485246151716637
"384","ENSG00000178171",0.484938001168383
"385","ENSG00000225950",0.484924725812522
"386","ENSG00000185274",0.484816476869651
"387","ENSG00000175764",0.484328243332108
"388","ENSG00000213672",0.484138371237224
"389","ENSG00000186377",0.484036362962927
"390","ENSG00000152894",0.483286565858597
"391","ENSG00000175229",0.48296757964713
"392","ENSG00000041515",0.482376444469441
"393","ENSG00000126733",0.481977617287409
"394","ENSG00000058866",0.481877012007019
"395","ENSG00000151812",0.481589701606099
"396","ENSG00000197177",0.481103636262924
"397","ENSG00000196581",0.480748486935533
"398","ENSG00000115252",0.480247571091446
"399","ENSG00000072195",0.480191901809962
"400","ENSG00000148840",0.480148163285315
"401","ENSG00000128011",0.479907369336978
"402","ENSG00000158467",0.479245372349729
"403","ENSG00000075043",0.478322518601272
"404","ENSG00000115266",0.47810212342597
"405","ENSG00000180530",0.477707880621327
"406","ENSG00000115339",0.477586922828783
"407","ENSG00000101004",0.47677882108955
"408","ENSG00000141012",0.476487706679204
"409","ENSG00000196872",0.476264529025714
"410","ENSG00000145247",0.476224230490452
"411","ENSG00000101180",0.476131418272435
"412","ENSG00000173065",0.475709170951031
"413","ENSG00000161609",0.474805811234132
"414","ENSG00000088387",0.474573372304105
"415","ENSG00000079841",0.474429302272474
"416","ENSG00000104967",0.473721685231992
"417","ENSG00000057294",0.472728609742547
"418","ENSG00000121989",0.472158765186992
"419","ENSG00000180917",0.470304736798646
"420","ENSG00000170382",0.469633212345206
"421","ENSG00000088808",0.469321224419023
"422","ENSG00000197283",0.46867803816738
"423","ENSG00000205363",0.467997891747599
"424","ENSG00000183496",0.467209057285773
"425","ENSG00000136040",0.467120448740852
"426","ENSG00000185324",0.466682810955474
"427","ENSG00000122574",0.466478704918621
"428","ENSG00000186297",0.466312142240346
"429","ENSG00000072315",0.465912884301266
"430","ENSG00000122691",0.465651320734478
"431","ENSG00000176454",0.465156593231084
"432","ENSG00000130054",0.464625836844155
"433","ENSG00000139988",0.464472533595865
"434","ENSG00000167291",0.462792948919677
"435","ENSG00000108509",0.462704768098303
"436","ENSG00000155363",0.462521087377611
"437","ENSG00000126583",0.462069948998972
"438","ENSG00000033122",0.461525335582492
"439","ENSG00000153237",0.461201919702154
"440","ENSG00000169933",0.460622662195045
"441","ENSG00000160460",0.460558267049834
"442","ENSG00000075884",0.459895620893513
"443","ENSG00000133958",0.459201076722745
"444","ENSG00000105173",0.458982767078925
"445","ENSG00000135951",0.458786215974668
"446","ENSG00000148408",0.458568569150673
"447","ENSG00000141720",0.458265424636355
"448","ENSG00000179111",0.458183989561361
"449","ENSG00000197296",0.457369908792959
"450","ENSG00000135625",0.457205948857975
"451","ENSG00000233608",0.457126069968656
"452","ENSG00000143845",0.456736729300562
"453","ENSG00000196860",0.456651989985323
"454","ENSG00000142149",0.456581784170212
"455","ENSG00000162105",0.456033397837685
"456","ENSG00000156453",0.455988058383233
"457","ENSG00000183018",0.455669898800609
"458","ENSG00000157388",0.454978022593389
"459","ENSG00000136928",0.454729418140053
"460","ENSG00000153707",0.453868563071538
"461","ENSG00000253368",0.453708622524505
"462","ENSG00000140688",0.453617484798675
"463","ENSG00000188167",0.452556782727783
"464","ENSG00000204314",0.452255809441333
"465","ENSG00000167680",0.451943120018196
"466","ENSG00000132024",0.450658295358459
"467","ENSG00000149582",0.450603530060077
"468","ENSG00000146410",0.450400533525973
"469","ENSG00000160007",0.450309497422404
"470","ENSG00000169750",0.449902947706883
"471","ENSG00000147799",0.449786178419933
"472","ENSG00000139364",0.449771752609068
"473","ENSG00000099326",0.449689449194603
"474","ENSG00000107185",0.449642994170401
"475","ENSG00000063015",0.448774216357374
"476","ENSG00000146216",0.448427670036946
"477","ENSG00000050393",0.44828542920602
"478","ENSG00000169891",0.448187669348948
"479","ENSG00000117154",0.447556793041684
"480","ENSG00000176125",0.447058118195973
"481","ENSG00000181035",0.446917708082501
"482","ENSG00000112249",0.446288455456293
"483","ENSG00000161681",0.446218411933451
"484","ENSG00000005238",0.446035026220667
"485","ENSG00000142784",0.445848867888573
"486","ENSG00000082175",0.44543194208514
"487","ENSG00000135439",0.444590113130755
"488","ENSG00000154162",0.444191904782793
"489","ENSG00000240771",0.444056295183608
"490","ENSG00000128487",0.444022097775904
"491","ENSG00000132300",0.444006736130184
"492","ENSG00000157542",0.44372559662733
"493","ENSG00000154975",0.443559012714553
"494","ENSG00000164066",0.443430542458418
"495","ENSG00000160767",0.44202942401291
"496","ENSG00000166897",0.441678592114877
"497","ENSG00000090857",0.441653455772688
"498","ENSG00000132623",0.441237484763486
"499","ENSG00000184156",0.441228101388561
"500","ENSG00000177679",0.440276508257886
"501","ENSG00000152910",0.439681966459315
"502","ENSG00000103942",0.439481634096884
"503","ENSG00000121904",0.439330003065655
"504","ENSG00000185551",0.439141108516255
"505","ENSG00000050767",0.438956479068332
"506","ENSG00000157851",0.438866588111142
"507","ENSG00000065029",0.438760893375557
"508","ENSG00000048540",0.438327549509911
"509","ENSG00000128739",0.437551047743716
"510","ENSG00000175793",0.437390646104631
"511","ENSG00000117152",0.437149319776984
"512","ENSG00000196562",0.436899052207087
"513","ENSG00000136267",0.436582081756596
"514","ENSG00000138395",0.43619791168983
"515","ENSG00000158457",0.435955258205785
"516","ENSG00000112242",0.434998441387526
"517","ENSG00000135709",0.434563462465196
"518","ENSG00000116497",0.433910014640279
"519","ENSG00000132975",0.433782566673759
"520","ENSG00000177181",0.433495163751079
"521","ENSG00000142235",0.432792714278425
"522","ENSG00000140323",0.432555537779244
"523","ENSG00000173175",0.43219942455712
"524","ENSG00000160886",0.431944444444444
"525","ENSG00000168140",0.431436298252297
"526","ENSG00000121871",0.431423015312685
"527","ENSG00000152413",0.431052881251991
"528","ENSG00000142156",0.431020613908878
"529","ENSG00000168702",0.430475229983312
"530","ENSG00000111647",0.430214400523606
"531","ENSG00000008086",0.430168739518119
"532","ENSG00000131791",0.430021595792268
"533","ENSG00000164403",0.429741732634682
"534","ENSG00000187860",0.428844511964095
"535","ENSG00000072518",0.428754635416032
"536","ENSG00000172667",0.428628981006587
"537","ENSG00000010610",0.428433496936074
"538","ENSG00000101577",0.428358973691604
"539","ENSG00000182836",0.427089815544372
"540","ENSG00000165300",0.426729917272199
"541","ENSG00000135119",0.426549810773282
"542","ENSG00000117425",0.425663153509253
"543","ENSG00000140107",0.425368349604119
"544","ENSG00000162104",0.425350957029922
"545","ENSG00000124225",0.424747198698944
"546","ENSG00000183579",0.424605686666474
"547","ENSG00000189114",0.423996883624431
"548","ENSG00000140538",0.423220074716327
"549","ENSG00000168394",0.422856776648648
"550","ENSG00000168748",0.422407393908331
"551","ENSG00000197381",0.422221471430888
"552","ENSG00000185033",0.422180576054434
"553","ENSG00000188641",0.422004708113867
"554","ENSG00000070182",0.42166557718502
"555","ENSG00000163291",0.421425719071538
"556","ENSG00000160408",0.420837486953673
"557","ENSG00000025772",0.420760349590286
"558","ENSG00000250510",0.42045873851039
"559","ENSG00000061936",0.419730537653353
"560","ENSG00000163485",0.419684405696938
"561","ENSG00000169992",0.419527046658693
"562","ENSG00000135740",0.419467953313702
"563","ENSG00000105641",0.418898173978404
"564","ENSG00000196182",0.418047402265018
"565","ENSG00000169427",0.417453009107963
"566","ENSG00000140157",0.417254769102391
"567","ENSG00000155636",0.417150115615798
"568","ENSG00000110925",0.416679886661147
"569","ENSG00000152332",0.416628570452651
"570","ENSG00000162062",0.416466165186591
"571","ENSG00000135622",0.416418222988848
"572","ENSG00000139767",0.415322507498661
"573","ENSG00000125912",0.414852171613123
"574","ENSG00000176182",0.414109616990854
"575","ENSG00000138031",0.413819779684151
"576","ENSG00000100731",0.413515592404091
"577","ENSG00000068024",0.411926211894003
"578","ENSG00000204406",0.41146324589754
"579","ENSG00000101298",0.411191705148135
"580","ENSG00000100647",0.411129755004199
"581","ENSG00000198517",0.411092563531659
"582","ENSG00000136367",0.41059708068668
"583","ENSG00000003393",0.410243879624882
"584","ENSG00000062598",0.409877226505828
"585","ENSG00000153266",0.409590606226235
"586","ENSG00000185442",0.409554720675592
"587","ENSG00000196338",0.409105690579689
"588","ENSG00000174948",0.409001338168005
"589","ENSG00000150551",0.408652826897732
"590","ENSG00000169683",0.408573418200966
"591","ENSG00000165238",0.408060800629318
"592","ENSG00000095383",0.407795238150708
"593","ENSG00000087152",0.407539194037789
"594","ENSG00000075391",0.407511710524711
"595","ENSG00000187994",0.407023168328509
"596","ENSG00000116237",0.407004122496627
"597","ENSG00000197948",0.406928477615407
"598","ENSG00000148143",0.406468743813555
"599","ENSG00000130758",0.406418828323841
"600","ENSG00000105011",0.405902556142659
"601","ENSG00000182095",0.405440478961796
"602","ENSG00000158445",0.404818816153438
"603","ENSG00000115255",0.403832416639866
"604","ENSG00000153250",0.403703575538314
"605","ENSG00000155275",0.403624753823864
"606","ENSG00000186417",0.403381181189216
"607","ENSG00000139725",0.403233577888064
"608","ENSG00000167077",0.402908357075024
"609","ENSG00000100626",0.402672453129235
"610","ENSG00000110497",0.402454165478293
"611","ENSG00000072682",0.401834755802313
"612","ENSG00000121905",0.401753950937015
"613","ENSG00000139880",0.400451092117759
"614","ENSG00000103485",0.399986081542067
"615","ENSG00000155506",0.399306073146551
"616","ENSG00000165802",0.398740252529196
"617","ENSG00000100462",0.39842064748366
"618","ENSG00000095066",0.398353943844691
"619","ENSG00000139190",0.398278696352016
"620","ENSG00000146374",0.397878444941574
"621","ENSG00000099812",0.397792022792023
"622","ENSG00000178695",0.39680798106659
"623","ENSG00000214944",0.396721970714709
"624","ENSG00000131759",0.396720730771445
"625","ENSG00000197119",0.395080361670898
"626","ENSG00000110318",0.395053151172851
"627","ENSG00000152495",0.394675654806833
"628","ENSG00000088992",0.394550070926271
"629","ENSG00000135378",0.394202380976216
"630","ENSG00000077782",0.394139677007445
"631","ENSG00000106080",0.393803244377149
"632","ENSG00000204539",0.393769190302336
"633","ENSG00000139182",0.393724738146734
"634","ENSG00000158156",0.393192201095106
"635","ENSG00000109762",0.392141134938043
"636","ENSG00000101868",0.391629651137147
"637","ENSG00000174740",0.390910808628658
"638","ENSG00000138411",0.38989005775724
"639","ENSG00000077254",0.389337664929138
"640","ENSG00000175445",0.389093046495248
"641","ENSG00000161860",0.388468703589341
"642","ENSG00000133640",0.388336825953949
"643","ENSG00000107242",0.388271621622524
"644","ENSG00000204315",0.387970862956223
"645","ENSG00000171462",0.387641944306269
"646","ENSG00000168301",0.387289040527504
"647","ENSG00000169760",0.387019936437247
"648","ENSG00000186310",0.386836813122243
"649","ENSG00000183091",0.386795363373602
"650","ENSG00000124120",0.3858428579177
"651","ENSG00000196814",0.385805426798634
"652","ENSG00000070770",0.385501892479522
"653","ENSG00000213996",0.38538014446014
"654","ENSG00000118160",0.385006710709451
"655","ENSG00000196782",0.384821397965577
"656","ENSG00000188771",0.384584088750755
"657","ENSG00000152932",0.384335256026519
"658","ENSG00000164346",0.38416156386407
"659","ENSG00000108506",0.38372385403306
"660","ENSG00000123999",0.38302563022638
"661","ENSG00000123836",0.382907929654826
"662","ENSG00000170571",0.382748090730054
"663","ENSG00000163840",0.382512110188381
"664","ENSG00000111052",0.38175421743002
"665","ENSG00000213088",0.381530539248975
"666","ENSG00000157426",0.381198406605411
"667","ENSG00000050628",0.381197486696433
"668","ENSG00000130449",0.381144791003657
"669","ENSG00000163161",0.380915999099414
"670","ENSG00000153012",0.380677085921288
"671","ENSG00000139220",0.380280803846042
"672","ENSG00000161091",0.379389444656486
"673","ENSG00000128564",0.379093799713383
"674","ENSG00000017373",0.379055054330294
"675","ENSG00000175066",0.377962758353365
"676","ENSG00000158113",0.377634014888056
"677","ENSG00000139266",0.37755157269095
"678","ENSG00000147324",0.377414359128461
"679","ENSG00000156299",0.37729128243593
"680","ENSG00000168243",0.377002682797365
"681","ENSG00000060982",0.376544935179861
"682","ENSG00000122591",0.376501901185668
"683","ENSG00000123472",0.376457344374304
"684","ENSG00000214376",0.376200229435765
"685","ENSG00000146858",0.375983708798771
"686","ENSG00000103647",0.375626938823823
"687","ENSG00000132361",0.375482445618894
"688","ENSG00000141576",0.374952879122474
"689","ENSG00000133055",0.374639318326364
"690","ENSG00000075340",0.373935933018857
"691","ENSG00000105576",0.373606281020195
"692","ENSG00000163486",0.37328726674885
"693","ENSG00000178235",0.372518831818434
"694","ENSG00000144036",0.372456375838315
"695","ENSG00000103091",0.372402506180909
"696","ENSG00000068137",0.37224064846166
"697","ENSG00000177301",0.371907270566207
